# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-11-10 11:17:02 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03303280 OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03303280
#            TS   parameter     statistic     Description
#        192392       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	192392_00060_00003	192392_00060_00003_cd
USGS	03303280	1997-04-23	84600	A
USGS	03303280	1997-04-24	68700	A
USGS	03303280	1997-04-25	73600	A
USGS	03303280	1997-04-26	82100	A
USGS	03303280	1997-04-27	86200	A
USGS	03303280	1997-04-28	95000	A
USGS	03303280	1997-04-29	96600	A
USGS	03303280	1997-04-30	105000	A
USGS	03303280	1997-05-01	119000	A
USGS	03303280	1997-05-02	127000	A
USGS	03303280	1997-05-03	164000	A
USGS	03303280	1997-05-04	199000	A
USGS	03303280	1997-05-05	159000	A
USGS	03303280	1997-05-06	149000	A
USGS	03303280	1997-05-07	137000	A
USGS	03303280	1997-05-08	125000	A
USGS	03303280	1997-05-09	137000	A
USGS	03303280	1997-05-10	141000	A
USGS	03303280	1997-05-11	135000	A
USGS	03303280	1997-05-12	142000	A
USGS	03303280	1997-05-13	137000	A
USGS	03303280	1997-05-14	126000	A
USGS	03303280	1997-05-15	115000	A
USGS	03303280	1997-05-16	109000	A
USGS	03303280	1997-05-17	97300	A
USGS	03303280	1997-05-18	95400	A
USGS	03303280	1997-05-19	106000	A
USGS	03303280	1997-05-20	101000	A
USGS	03303280	1997-05-21	120000	A
USGS	03303280	1997-05-22	136000	A
USGS	03303280	1997-05-23	145000	A
USGS	03303280	1997-05-24	146000	A
USGS	03303280	1997-05-25	145000	A
USGS	03303280	1997-05-26	141000	A
USGS	03303280	1997-05-27	170000	A
USGS	03303280	1997-05-28	191000	A
USGS	03303280	1997-05-29	248000	A
USGS	03303280	1997-05-30	263000	A
USGS	03303280	1997-05-31	253000	A
USGS	03303280	1997-06-01	278000	A
USGS	03303280	1997-06-02	319000	A
USGS	03303280	1997-06-03	375000	A
USGS	03303280	1997-06-04	371000	A
USGS	03303280	1997-06-05	357000	A
USGS	03303280	1997-06-06	344000	A
USGS	03303280	1997-06-07	323000	A
USGS	03303280	1997-06-08	304000	A
USGS	03303280	1997-06-09	283000	A
USGS	03303280	1997-06-10	265000	A
USGS	03303280	1997-06-11	276000	A
USGS	03303280	1997-06-12	237000	A
USGS	03303280	1997-06-13	186000	A
USGS	03303280	1997-06-14	170000	A
USGS	03303280	1997-06-15	184000	A
USGS	03303280	1997-06-16	197000	A
USGS	03303280	1997-06-17	232000	A
USGS	03303280	1997-06-18	248000	A
USGS	03303280	1997-06-19	273000	A
USGS	03303280	1997-06-20	268000	A
USGS	03303280	1997-06-21	223000	A
USGS	03303280	1997-06-22	191000	A
USGS	03303280	1997-06-23	151000	A
USGS	03303280	1997-06-24	127000	A
USGS	03303280	1997-06-25	100000	A
USGS	03303280	1997-06-26	78600	A
USGS	03303280	1997-06-27	69800	A
USGS	03303280	1997-06-28	88200	A
USGS	03303280	1997-06-29	94700	A
USGS	03303280	1997-06-30	106000	A
USGS	03303280	1997-07-01	81500	A
USGS	03303280	1997-07-02	95200	A
USGS	03303280	1997-07-03	107000	A
USGS	03303280	1997-07-04	128000	A
USGS	03303280	1997-07-05	119000	A
USGS	03303280	1997-07-06	102000	A
USGS	03303280	1997-07-07	64200	A
USGS	03303280	1997-07-08	58400	A
USGS	03303280	1997-07-09	38200	A
USGS	03303280	1997-07-10	46200	A
USGS	03303280	1997-07-11	44700	A
USGS	03303280	1997-07-12	57700	A
USGS	03303280	1997-07-13	33200	A
USGS	03303280	1997-07-14	42300	A
USGS	03303280	1997-07-15	46600	A
USGS	03303280	1997-07-16	35700	A
USGS	03303280	1997-07-17	32700	A
USGS	03303280	1997-07-18	11900	A
USGS	03303280	1997-07-19	19900	A
USGS	03303280	1997-07-20	49100	A
USGS	03303280	1997-07-21	14700	A
USGS	03303280	1997-07-22	16600	A
USGS	03303280	1997-07-23	24900	A
USGS	03303280	1997-07-24	64100	A
USGS	03303280	1997-07-25	26300	A
USGS	03303280	1997-07-26	40400	A
USGS	03303280	1997-07-27	39400	A
USGS	03303280	1997-07-28	44000	A
USGS	03303280	1997-07-29	51300	A
USGS	03303280	1997-07-30	78900	A
USGS	03303280	1997-07-31	63700	A
USGS	03303280	1997-08-01	38300	A
USGS	03303280	1997-08-02	39700	A
USGS	03303280	1997-08-03	12600	A
USGS	03303280	1997-08-04	20400	A
USGS	03303280	1997-08-05	38600	A
USGS	03303280	1997-08-06	44800	A
USGS	03303280	1997-08-07	5070	A
USGS	03303280	1997-08-08	34600	A
USGS	03303280	1997-08-09	8890	A
USGS	03303280	1997-08-10	29000	A
USGS	03303280	1997-08-11	27900	A
USGS	03303280	1997-08-12	7430	A
USGS	03303280	1997-08-13	38700	A
USGS	03303280	1997-08-14	24200	A
USGS	03303280	1997-08-15	39900	A
USGS	03303280	1997-08-16	33200	A
USGS	03303280	1997-08-17	33100	A
USGS	03303280	1997-08-18	86000	A
USGS	03303280	1997-08-19	108000	A
USGS	03303280	1997-08-20	130000	A
USGS	03303280	1997-08-21	123000	A
USGS	03303280	1997-08-22	92000	A
USGS	03303280	1997-08-23	94700	A
USGS	03303280	1997-08-24	73100	A
USGS	03303280	1997-08-25	61200	A
USGS	03303280	1997-08-26	25400	A
USGS	03303280	1997-08-27	37300	A
USGS	03303280	1997-08-28	48700	A
USGS	03303280	1997-08-29	39600	A
USGS	03303280	1997-08-30	27600	A
USGS	03303280	1997-08-31	18400	A
USGS	03303280	1997-09-01	29500	A
USGS	03303280	1997-09-02	27900	A
USGS	03303280	1997-09-03	20500	A
USGS	03303280	1997-09-04	25600	A
USGS	03303280	1997-09-05	25800	A
USGS	03303280	1997-09-06	20700	A
USGS	03303280	1997-09-07	6990	A
USGS	03303280	1997-09-08	16200	A
USGS	03303280	1997-09-09	43800	A
USGS	03303280	1997-09-10	13800	A
USGS	03303280	1997-09-11	37400	A
USGS	03303280	1997-09-12	36900	A
USGS	03303280	1997-09-13	33700	A
USGS	03303280	1997-09-14	31900	A
USGS	03303280	1997-09-15	17200	A
USGS	03303280	1997-09-16	32600	A
USGS	03303280	1997-09-17	24600	A
USGS	03303280	1997-09-18	15300	A
USGS	03303280	1997-09-19	21900	A
USGS	03303280	1997-09-20	29000	A
USGS	03303280	1997-09-21	14900	A
USGS	03303280	1997-09-22	50100	A
USGS	03303280	1997-09-23	15700	A
USGS	03303280	1997-09-24	18200	A
USGS	03303280	1997-09-25	34000	A
USGS	03303280	1997-09-26	14400	A
USGS	03303280	1997-09-27	15600	A
USGS	03303280	1997-09-28	31500	A
USGS	03303280	1997-09-29	3190	A
USGS	03303280	1997-09-30	45400	A
USGS	03303280	1997-10-01	58400	A
USGS	03303280	1997-10-02	57800	A
USGS	03303280	1997-10-03	16500	A
USGS	03303280	1997-10-04	54200	A
USGS	03303280	1997-10-05	33600	A
USGS	03303280	1997-10-06	25100	A
USGS	03303280	1997-10-07	32500	A
USGS	03303280	1997-10-08	28400	A
USGS	03303280	1997-10-09	19300	A
USGS	03303280	1997-10-10	19600	A
USGS	03303280	1997-10-11	20600	A
USGS	03303280	1997-10-12	31300	A
USGS	03303280	1997-10-13	3650	A
USGS	03303280	1997-10-14	13000	A
USGS	03303280	1997-10-15	33300	A
USGS	03303280	1997-10-16	18500	A
USGS	03303280	1997-10-17	14800	A
USGS	03303280	1997-10-18	7670	A
USGS	03303280	1997-10-19	12700	A
USGS	03303280	1997-10-20	21100	A
USGS	03303280	1997-10-21	19200	A
USGS	03303280	1997-10-22	11800	A
USGS	03303280	1997-10-23	18000	A
USGS	03303280	1997-10-24	18100	A
USGS	03303280	1997-10-25	20400	A
USGS	03303280	1997-10-26	27600	A
USGS	03303280	1997-10-27	26500	A
USGS	03303280	1997-10-28	10300	A
USGS	03303280	1997-10-29	40500	A
USGS	03303280	1997-10-30	34600	A
USGS	03303280	1997-10-31	24100	A
USGS	03303280	1997-11-01	32500	A
USGS	03303280	1997-11-02	34900	A
USGS	03303280	1997-11-03	35700	A
USGS	03303280	1997-11-04	37100	A
USGS	03303280	1997-11-05	52500	A
USGS	03303280	1997-11-06	65200	A
USGS	03303280	1997-11-07	56000	A
USGS	03303280	1997-11-08	43900	A
USGS	03303280	1997-11-09	75200	A
USGS	03303280	1997-11-10	103000	A
USGS	03303280	1997-11-11	111000	A
USGS	03303280	1997-11-12	107000	A
USGS	03303280	1997-11-13	91300	A
USGS	03303280	1997-11-14	94900	A
USGS	03303280	1997-11-15	82400	A
USGS	03303280	1997-11-16	86700	A
USGS	03303280	1997-11-17	105000	A
USGS	03303280	1997-11-18	103000	A
USGS	03303280	1997-11-19	90400	A
USGS	03303280	1997-11-20	69300	A
USGS	03303280	1997-11-21	68700	A
USGS	03303280	1997-11-22	58000	A
USGS	03303280	1997-11-23	51600	A
USGS	03303280	1997-11-24	72800	A
USGS	03303280	1997-11-25	77300	A
USGS	03303280	1997-11-26	89900	A
USGS	03303280	1997-11-27	84300	A
USGS	03303280	1997-11-28	79000	A
USGS	03303280	1997-11-29	71300	A
USGS	03303280	1997-11-30	77000	A
USGS	03303280	1997-12-01	106000	A
USGS	03303280	1997-12-02	107000	A
USGS	03303280	1997-12-03	112000	A
USGS	03303280	1997-12-04	119000	A
USGS	03303280	1997-12-05	113000	A
USGS	03303280	1997-12-06	100000	A
USGS	03303280	1997-12-07	90800	A
USGS	03303280	1997-12-08	86000	A
USGS	03303280	1997-12-09	86900	A
USGS	03303280	1997-12-10	75600	A
USGS	03303280	1997-12-11	87500	A
USGS	03303280	1997-12-12	92600	A
USGS	03303280	1997-12-13	112000	A
USGS	03303280	1997-12-14	126000	A
USGS	03303280	1997-12-15	130000	A
USGS	03303280	1997-12-16	115000	A
USGS	03303280	1997-12-17	92600	A
USGS	03303280	1997-12-18	74800	A
USGS	03303280	1997-12-19	63100	A
USGS	03303280	1997-12-20	55400	A
USGS	03303280	1997-12-21	54800	A
USGS	03303280	1997-12-22	58900	A
USGS	03303280	1997-12-23	51700	A
USGS	03303280	1997-12-24	54000	A
USGS	03303280	1997-12-25	80800	A
USGS	03303280	1997-12-26	99000	A
USGS	03303280	1997-12-27	98800	A
USGS	03303280	1997-12-28	98800	A
USGS	03303280	1997-12-29	101000	A
USGS	03303280	1997-12-30	104000	A
USGS	03303280	1997-12-31	94100	A
USGS	03303280	1998-01-01	83700	A
USGS	03303280	1998-01-02	80600	A
USGS	03303280	1998-01-03	74900	A
USGS	03303280	1998-01-04	59800	A
USGS	03303280	1998-01-05	63700	A
USGS	03303280	1998-01-06	81200	A
USGS	03303280	1998-01-07	129000	A
USGS	03303280	1998-01-08	226000	A
USGS	03303280	1998-01-09	304000	A
USGS	03303280	1998-01-10	324000	A
USGS	03303280	1998-01-11	367000	A
USGS	03303280	1998-01-12	392000	A
USGS	03303280	1998-01-13	408000	A
USGS	03303280	1998-01-14	414000	A
USGS	03303280	1998-01-15	407000	A
USGS	03303280	1998-01-16	371000	A
USGS	03303280	1998-01-17	283000	A
USGS	03303280	1998-01-18	239000	A
USGS	03303280	1998-01-19	206000	A
USGS	03303280	1998-01-20	187000	A
USGS	03303280	1998-01-21	173000	A
USGS	03303280	1998-01-22	157000	A
USGS	03303280	1998-01-23	145000	A
USGS	03303280	1998-01-24	135000	A
USGS	03303280	1998-01-25	139000	A
USGS	03303280	1998-01-26	158000	A
USGS	03303280	1998-01-27	171000	A
USGS	03303280	1998-01-28	176000	A
USGS	03303280	1998-01-29	164000	A
USGS	03303280	1998-01-30	153000	A
USGS	03303280	1998-01-31	163000	A
USGS	03303280	1998-02-01	174000	A
USGS	03303280	1998-02-02	167000	A
USGS	03303280	1998-02-03	144000	A
USGS	03303280	1998-02-04	125000	A
USGS	03303280	1998-02-05	114000	A
USGS	03303280	1998-02-06	141000	A
USGS	03303280	1998-02-07	186000	A
USGS	03303280	1998-02-08	230000	A
USGS	03303280	1998-02-09	244000	A
USGS	03303280	1998-02-10	247000	A
USGS	03303280	1998-02-11	229000	A
USGS	03303280	1998-02-12	267000	A
USGS	03303280	1998-02-13	302000	A
USGS	03303280	1998-02-14	321000	A
USGS	03303280	1998-02-15	323000	A
USGS	03303280	1998-02-16	280000	A
USGS	03303280	1998-02-17	253000	A
USGS	03303280	1998-02-18	211000	A
USGS	03303280	1998-02-19	201000	A
USGS	03303280	1998-02-20	231000	A
USGS	03303280	1998-02-21	271000	A
USGS	03303280	1998-02-22	294000	A
USGS	03303280	1998-02-23	283000	A
USGS	03303280	1998-02-24	282000	A
USGS	03303280	1998-02-25	277000	A
USGS	03303280	1998-02-26	265000	A
USGS	03303280	1998-02-27	260000	A
USGS	03303280	1998-02-28	258000	A
USGS	03303280	1998-03-01	215000	A
USGS	03303280	1998-03-02	180000	A
USGS	03303280	1998-03-03	173000	A
USGS	03303280	1998-03-04	175000	A
USGS	03303280	1998-03-05	178000	A
USGS	03303280	1998-03-06	178000	A
USGS	03303280	1998-03-07	171000	A
USGS	03303280	1998-03-08	160000	A
USGS	03303280	1998-03-09	168000	A
USGS	03303280	1998-03-10	207000	A
USGS	03303280	1998-03-11	228000	A
USGS	03303280	1998-03-12	250000	A
USGS	03303280	1998-03-13	258000	A
USGS	03303280	1998-03-14	257000	A
USGS	03303280	1998-03-15	234000	A
USGS	03303280	1998-03-16	186000	A
USGS	03303280	1998-03-17	158000	A
USGS	03303280	1998-03-18	134000	A
USGS	03303280	1998-03-19	127000	A
USGS	03303280	1998-03-20	149000	A
USGS	03303280	1998-03-21	224000	A
USGS	03303280	1998-03-22	263000	A
USGS	03303280	1998-03-23	285000	A
USGS	03303280	1998-03-24	296000	A
USGS	03303280	1998-03-25	330000	A
USGS	03303280	1998-03-26	340000	A
USGS	03303280	1998-03-27	315000	A
USGS	03303280	1998-03-28	271000	A
USGS	03303280	1998-03-29	209000	A
USGS	03303280	1998-03-30	163000	A
USGS	03303280	1998-03-31	137000	A
USGS	03303280	1998-04-01	131000	A
USGS	03303280	1998-04-02	117000	A
USGS	03303280	1998-04-03	115000	A
USGS	03303280	1998-04-04	121000	A
USGS	03303280	1998-04-05	117000	A
USGS	03303280	1998-04-06	129000	A
USGS	03303280	1998-04-07	137000	A
USGS	03303280	1998-04-08	137000	A
USGS	03303280	1998-04-09	143000	A
USGS	03303280	1998-04-10	166000	A
USGS	03303280	1998-04-11	198000	A
USGS	03303280	1998-04-12	223000	A
USGS	03303280	1998-04-13	236000	A
USGS	03303280	1998-04-14	241000	A
USGS	03303280	1998-04-15	232000	A
USGS	03303280	1998-04-16	251000	A
USGS	03303280	1998-04-17	324000	A
USGS	03303280	1998-04-18	349000	A
USGS	03303280	1998-04-19	358000	A
USGS	03303280	1998-04-20	356000	A
USGS	03303280	1998-04-21	370000	A
USGS	03303280	1998-04-22	391000	A
USGS	03303280	1998-04-23	409000	A
USGS	03303280	1998-04-24	423000	A
USGS	03303280	1998-04-25	429000	A
USGS	03303280	1998-04-26	415000	A
USGS	03303280	1998-04-27	372000	A
USGS	03303280	1998-04-28	270000	A
USGS	03303280	1998-04-29	248000	A
USGS	03303280	1998-04-30	267000	A
USGS	03303280	1998-05-01	307000	A
USGS	03303280	1998-05-02	345000	A
USGS	03303280	1998-05-03	341000	A
USGS	03303280	1998-05-04	332000	A
USGS	03303280	1998-05-05	328000	A
USGS	03303280	1998-05-06	335000	A
USGS	03303280	1998-05-07	340000	A
USGS	03303280	1998-05-08	335000	A
USGS	03303280	1998-05-09	340000	A
USGS	03303280	1998-05-10	345000	A
USGS	03303280	1998-05-11	334000	A
USGS	03303280	1998-05-12	329000	A
USGS	03303280	1998-05-13	314000	A
USGS	03303280	1998-05-14	276000	A
USGS	03303280	1998-05-15	260000	A
USGS	03303280	1998-05-16	209000	A
USGS	03303280	1998-05-17	179000	A
USGS	03303280	1998-05-18	149000	A
USGS	03303280	1998-05-19	118000	A
USGS	03303280	1998-05-20	106000	A
USGS	03303280	1998-05-21	114000	A
USGS	03303280	1998-05-22	99400	A
USGS	03303280	1998-05-23	112000	A
USGS	03303280	1998-05-24	153000	A
USGS	03303280	1998-05-25	167000	A
USGS	03303280	1998-05-26	175000	A
USGS	03303280	1998-05-27	170000	A
USGS	03303280	1998-05-28	152000	A
USGS	03303280	1998-05-29	122000	A
USGS	03303280	1998-05-30	109000	A
USGS	03303280	1998-05-31	107000	A
USGS	03303280	1998-06-01	103000	A
USGS	03303280	1998-06-02	93900	A
USGS	03303280	1998-06-03	96900	A
USGS	03303280	1998-06-04	79400	A
USGS	03303280	1998-06-05	91700	A
USGS	03303280	1998-06-06	63100	A
USGS	03303280	1998-06-07	81800	A
USGS	03303280	1998-06-08	75300	A
USGS	03303280	1998-06-09	64200	A
USGS	03303280	1998-06-10	104000	A
USGS	03303280	1998-06-11	121000	A
USGS	03303280	1998-06-12	195000	A
USGS	03303280	1998-06-13	260000	A
USGS	03303280	1998-06-14	273000	A
USGS	03303280	1998-06-15	274000	A
USGS	03303280	1998-06-16	283000	A
USGS	03303280	1998-06-17	295000	A
USGS	03303280	1998-06-18	262000	A
USGS	03303280	1998-06-19	269000	A
USGS	03303280	1998-06-20	283000	A
USGS	03303280	1998-06-21	267000	A
USGS	03303280	1998-06-22	237000	A
USGS	03303280	1998-06-23	246000	A
USGS	03303280	1998-06-24	265000	A
USGS	03303280	1998-06-25	227000	A
USGS	03303280	1998-06-26	161000	A
USGS	03303280	1998-06-27	114000	A
USGS	03303280	1998-06-28	93800	A
USGS	03303280	1998-06-29	129000	A
USGS	03303280	1998-06-30	189000	A
USGS	03303280	1998-07-01	277000	A
USGS	03303280	1998-07-02	311000	A
USGS	03303280	1998-07-03	341000	A
USGS	03303280	1998-07-04	345000	A
USGS	03303280	1998-07-05	267000	A
USGS	03303280	1998-07-06	198000	A
USGS	03303280	1998-07-07	153000	A
USGS	03303280	1998-07-08	134000	A
USGS	03303280	1998-07-09	110000	A
USGS	03303280	1998-07-10	104000	A
USGS	03303280	1998-07-11	108000	A
USGS	03303280	1998-07-12	93400	A
USGS	03303280	1998-07-13	85000	A
USGS	03303280	1998-07-14	71500	A
USGS	03303280	1998-07-15	69100	A
USGS	03303280	1998-07-16	85100	A
USGS	03303280	1998-07-17	66200	A
USGS	03303280	1998-07-18	54200	A
USGS	03303280	1998-07-19	38000	A
USGS	03303280	1998-07-20	79900	A
USGS	03303280	1998-07-21	169000	A
USGS	03303280	1998-07-22	163000	A
USGS	03303280	1998-07-23	116000	A
USGS	03303280	1998-07-24	85300	A
USGS	03303280	1998-07-25	80100	A
USGS	03303280	1998-07-26	60000	A
USGS	03303280	1998-07-27	55300	A
USGS	03303280	1998-07-28	42000	A
USGS	03303280	1998-07-29	42300	A
USGS	03303280	1998-07-30	28200	A
USGS	03303280	1998-07-31	57500	A
USGS	03303280	1998-08-01	57900	A
USGS	03303280	1998-08-02	38700	A
USGS	03303280	1998-08-03	21900	A
USGS	03303280	1998-08-04	42900	A
USGS	03303280	1998-08-05	16600	A
USGS	03303280	1998-08-06	21600	A
USGS	03303280	1998-08-07	39000	A
USGS	03303280	1998-08-08	30400	A
USGS	03303280	1998-08-09	49400	A
USGS	03303280	1998-08-10	37800	A
USGS	03303280	1998-08-11	37100	A
USGS	03303280	1998-08-12	47500	A
USGS	03303280	1998-08-13	33900	A
USGS	03303280	1998-08-14	45500	A
USGS	03303280	1998-08-15	30500	A
USGS	03303280	1998-08-16	27200	A
USGS	03303280	1998-08-17	18200	A
USGS	03303280	1998-08-18	54800	A
USGS	03303280	1998-08-19	50700	A
USGS	03303280	1998-08-20	55800	A
USGS	03303280	1998-08-21	42500	A
USGS	03303280	1998-08-22	29600	A
USGS	03303280	1998-08-23	27700	A
USGS	03303280	1998-08-24	32300	A
USGS	03303280	1998-08-25	22300	A
USGS	03303280	1998-08-26	55000	A
USGS	03303280	1998-08-27	30500	A
USGS	03303280	1998-08-28	19600	A
USGS	03303280	1998-08-29	39800	A
USGS	03303280	1998-08-30	18200	A
USGS	03303280	1998-08-31	38900	A
USGS	03303280	1998-09-01	20400	A
USGS	03303280	1998-09-02	11300	A
USGS	03303280	1998-09-03	31800	A
USGS	03303280	1998-09-04	20200	A
USGS	03303280	1998-09-05	19300	A
USGS	03303280	1998-09-06	7390	A
USGS	03303280	1998-09-07	9170	A
USGS	03303280	1998-09-08	29300	A
USGS	03303280	1998-09-09	31700	A
USGS	03303280	1998-09-10	15100	A
USGS	03303280	1998-09-11	19500	A
USGS	03303280	1998-09-12	31500	A
USGS	03303280	1998-09-13	9250	A
USGS	03303280	1998-09-14	26000	A
USGS	03303280	1998-09-15	16800	A
USGS	03303280	1998-09-16	6680	A
USGS	03303280	1998-09-17	28100	A
USGS	03303280	1998-09-18	13800	A
USGS	03303280	1998-09-19	9340	A
USGS	03303280	1998-09-20	15500	A
USGS	03303280	1998-09-21	27600	A
USGS	03303280	1998-09-22	35000	A
USGS	03303280	1998-09-23	14700	A
USGS	03303280	1998-09-24	24900	A
USGS	03303280	1998-09-25	17500	A
USGS	03303280	1998-09-26	8020	A
USGS	03303280	1998-09-27	34800	A
USGS	03303280	1998-09-28	21500	A
USGS	03303280	1998-09-29	8370	A
USGS	03303280	1998-09-30	25600	A
USGS	03303280	1998-10-01	26300	A
USGS	03303280	1998-10-02	3850	A:e
USGS	03303280	1998-10-03	21900	A
USGS	03303280	1998-10-04	27800	A
USGS	03303280	1998-10-05	11800	A
USGS	03303280	1998-10-06	25200	A
USGS	03303280	1998-10-07	19600	A
USGS	03303280	1998-10-08	22700	A
USGS	03303280	1998-10-09	56500	A
USGS	03303280	1998-10-10	56100	A
USGS	03303280	1998-10-11	40100	A
USGS	03303280	1998-10-12	37100	A
USGS	03303280	1998-10-13	26700	A
USGS	03303280	1998-10-14	36000	A
USGS	03303280	1998-10-15	8950	A
USGS	03303280	1998-10-16	27000	A
USGS	03303280	1998-10-17	21800	A
USGS	03303280	1998-10-18	8450	A
USGS	03303280	1998-10-19	26300	A
USGS	03303280	1998-10-20	30500	A
USGS	03303280	1998-10-21	21700	A
USGS	03303280	1998-10-22	20800	A
USGS	03303280	1998-10-23	12700	A
USGS	03303280	1998-10-24	7380	A
USGS	03303280	1998-10-25	28300	A
USGS	03303280	1998-10-26	29600	A
USGS	03303280	1998-10-27	16200	A
USGS	03303280	1998-10-28	7840	A
USGS	03303280	1998-10-29	23500	A
USGS	03303280	1998-10-30	18900	A
USGS	03303280	1998-10-31	13000	A
USGS	03303280	1998-11-01	24000	A
USGS	03303280	1998-11-02	27000	A
USGS	03303280	1998-11-03	16700	A
USGS	03303280	1998-11-04	9130	A
USGS	03303280	1998-11-05	32900	A
USGS	03303280	1998-11-06	25000	A
USGS	03303280	1998-11-07	5630	A
USGS	03303280	1998-11-08	15300	A
USGS	03303280	1998-11-09	16400	A
USGS	03303280	1998-11-10	23700	A
USGS	03303280	1998-11-11	29400	A
USGS	03303280	1998-11-12	38900	A
USGS	03303280	1998-11-13	21800	A
USGS	03303280	1998-11-14	24500	A
USGS	03303280	1998-11-15	36000	A
USGS	03303280	1998-11-16	14200	A
USGS	03303280	1998-11-17	28300	A
USGS	03303280	1998-11-18	32100	A
USGS	03303280	1998-11-19	26300	A
USGS	03303280	1998-11-20	11000	A
USGS	03303280	1998-11-21	16900	A
USGS	03303280	1998-11-22	49900	A
USGS	03303280	1998-11-23	10800	A
USGS	03303280	1998-11-24	18400	A
USGS	03303280	1998-11-25	30900	A
USGS	03303280	1998-11-26	24000	A
USGS	03303280	1998-11-27	36500	A
USGS	03303280	1998-11-28	18800	A
USGS	03303280	1998-11-29	21300	A
USGS	03303280	1998-11-30	44700	A
USGS	03303280	1998-12-01	26500	A
USGS	03303280	1998-12-02	17100	A
USGS	03303280	1998-12-03	23200	A
USGS	03303280	1998-12-04	20600	A
USGS	03303280	1998-12-05	22600	A
USGS	03303280	1998-12-06	6980	A
USGS	03303280	1998-12-07	32800	A
USGS	03303280	1998-12-08	28200	A
USGS	03303280	1998-12-09	36600	A
USGS	03303280	1998-12-10	38700	A
USGS	03303280	1998-12-11	42100	A
USGS	03303280	1998-12-12	46600	A
USGS	03303280	1998-12-13	38400	A
USGS	03303280	1998-12-14	44000	A
USGS	03303280	1998-12-15	36300	A
USGS	03303280	1998-12-16	59400	A
USGS	03303280	1998-12-17	56400	A
USGS	03303280	1998-12-18	41200	A
USGS	03303280	1998-12-19	49600	A
USGS	03303280	1998-12-20	20500	A
USGS	03303280	1998-12-21	26300	A
USGS	03303280	1998-12-22	95900	A
USGS	03303280	1998-12-23	107000	A
USGS	03303280	1998-12-24	103000	A
USGS	03303280	1998-12-25	112000	A
USGS	03303280	1998-12-26	94800	A
USGS	03303280	1998-12-27	65500	A
USGS	03303280	1998-12-28	40100	A
USGS	03303280	1998-12-29	46300	A
USGS	03303280	1998-12-30	44600	A
USGS	03303280	1998-12-31	37300	A
USGS	03303280	1999-01-01	33000	A
USGS	03303280	1999-01-02	39800	A
USGS	03303280	1999-01-03	47700	A
USGS	03303280	1999-01-04	72000	A
USGS	03303280	1999-01-05	73900	A
USGS	03303280	1999-01-06	91200	A
USGS	03303280	1999-01-07	65200	A
USGS	03303280	1999-01-08	63300	A
USGS	03303280	1999-01-09	134000	A
USGS	03303280	1999-01-10	199000	A
USGS	03303280	1999-01-11	250000	A
USGS	03303280	1999-01-12	266000	A
USGS	03303280	1999-01-13	254000	A
USGS	03303280	1999-01-14	233000	A
USGS	03303280	1999-01-15	215000	A
USGS	03303280	1999-01-16	211000	A
USGS	03303280	1999-01-17	228000	A
USGS	03303280	1999-01-18	251000	A
USGS	03303280	1999-01-19	272000	A
USGS	03303280	1999-01-20	276000	A
USGS	03303280	1999-01-21	275000	A
USGS	03303280	1999-01-22	301000	A
USGS	03303280	1999-01-23	383000	A
USGS	03303280	1999-01-24	420000	A
USGS	03303280	1999-01-25	424000	A
USGS	03303280	1999-01-26	416000	A
USGS	03303280	1999-01-27	409000	A
USGS	03303280	1999-01-28	404000	A
USGS	03303280	1999-01-29	396000	A
USGS	03303280	1999-01-30	372000	A
USGS	03303280	1999-01-31	271000	A
USGS	03303280	1999-02-01	266000	A
USGS	03303280	1999-02-02	267000	A
USGS	03303280	1999-02-03	260000	A
USGS	03303280	1999-02-04	237000	A
USGS	03303280	1999-02-05	217000	A
USGS	03303280	1999-02-06	204000	A
USGS	03303280	1999-02-07	195000	A
USGS	03303280	1999-02-08	223000	A
USGS	03303280	1999-02-09	236000	A
USGS	03303280	1999-02-10	231000	A
USGS	03303280	1999-02-11	235000	A
USGS	03303280	1999-02-12	237000	A
USGS	03303280	1999-02-13	212000	A
USGS	03303280	1999-02-14	207000	A
USGS	03303280	1999-02-15	187000	A
USGS	03303280	1999-02-16	173000	A
USGS	03303280	1999-02-17	158000	A
USGS	03303280	1999-02-18	146000	A
USGS	03303280	1999-02-19	137000	A
USGS	03303280	1999-02-20	121000	A
USGS	03303280	1999-02-21	119000	A
USGS	03303280	1999-02-22	114000	A
USGS	03303280	1999-02-23	110000	A
